#
# $Id: adxectivos.txt,v 1.4 2007/10/03 07:03:01 fmendez Exp $
# $Name:  $
#	
aaronita,M,S
comprehensoras,F,P,comprehensor
comprehensores,M,P,comprehensor
comprendedor,M,S,comprendedor
comprendedora,F,S,comprendedor
comprendedoras,F,P,comprendedor
comprendedores,M,P,comprendedor
comprensible,A,S,comprensible
comprensibles,A,P,comprensible
comprensiva,F,S,comprensivo
comprensivas,F,P,comprensivo
comprensivo,M,S,comprensivo
comprensivos,M,P,comprensivo
comprensor,M,S,comprensor
comprensora,F,S,comprensor
comprensoras,F,P,comprensor
comprensores,M,P,comprensor
comprera,F,S,comprero
compreras,F,P,comprero
comprero,M,S,comprero
compreros,M,P,comprero
compresible,A,S,compresible
compresibles,A,P,compresible
compresiva,F,S,compresivo
compresivas,F,P,compresivo
compresivo,M,S,compresivo
compresivos,M,P,compresivo
compresor,M,S,compresor
compresora,F,S,compresor
compresoras,F,P,compresor
compresores,M,P,compresor
comprimible,A,S,comprimible
comprimibles,A,P,comprimible
comprimida,F,S,comprimido
comprimidas,F,P,comprimido
comprimido,M,S,comprimido
comprimidos,M,P,comprimido
comprobable,A,S,comprobable
comprobables,A,P,comprobable
comprobatoria,F,S,comprobatorio
comprobatorias,F,P,comprobatorio
comprobatorio,M,S,comprobatorio
comprobatorios,M,P,comprobatorio
comprometedor,M,S,comprometedor
comprometedora,F,S,comprometedor
comprometedoras,F,P,comprometedor
comprometedores,M,P,comprometedor
comprometida,F,S,comprometido
comprometidas,F,P,comprometido
comprometido,M,S,comprometido
comprometidos,M,P,comprometido
compromisario,M,S,compromisario
compromisarios,M,P,compromisario
compromisoria,F,S,compromisorio
compromisorias,F,P,compromisorio
compromisorio,M,S,compromisorio
compromisorios,M,P,compromisorio
comprovincial,A,S,comprovincial
comprovinciales,A,P,comprovincial
compueblana,F,S,compueblano
compueblanas,F,P,compueblano
compueblano,M,S,compueblano
compueblanos,M,P,compueblano
compuesta,F,S,compuesto
compuestas,F,P,compuesto
compuesto,M,S,compuesto
compuestos,M,P,compuesto
compulsa,F,S
compulsas,F,P,compulsa
compulsiva,F,S,compulsivo
compulsivas,F,P,compulsivo
compulsivo,M,S,compulsivo
compulsivos,M,P,compulsivo
compulso,M,S
compulsoria,F,S,compulsorio
compulsorias,F,P,compulsorio
compulsorio,M,S,compulsorio
compulsorios,M,P,compulsorio
compulsos,M,P,compulso
compungida,F,S,compungido
compungidas,F,P,compungido
compungido,M,S,compungido
compungidos,M,P,compungido
compungiva,F,S,compungivo
compungivas,F,P,compungivo
compungivo,M,S,compungivo
compungivos,M,P,compungivo
computable,A,S,computable
computables,A,P,computable
computador,M,S,computador
computadora,F,S,computador
computadoras,F,P,computador
computadores,M,P,computador
compósita,M,S
compósitas,M,P
comta,F,S,comto
comtas,F,P,comto
comto,M,S,comto
comtos,M,P,comto
comunal,A,S,comunal
comunales,A,P,comunal
comunera,F,S,comunero
comuneras,F,P,comunero
comunero,M,S,comunero
comuneros,M,P,comunero
comunes,M,P,común
comunicable,A,S,comunicable
comunicables,A,P,comunicable
# comunicada,F,S
# comunicadas,F,P,comunicado
# comunicado,M,S
comunicador,M,S,comunicador
comunicadora,F,S,comunicador
comunicadoras,F,P,comunicador
comunicadores,M,P,comunicador
# comunicados,M,P
comunicativa,F,S,comunicativo
comunicativas,F,P,comunicativo
comunicativo,M,S,comunicativo
comunicativos,M,P,comunicativo
comunicatorias,M,S
comunista,A,S
comunistas,A,P,comunista
comunitaria,F,S,comunitario
comunitarias,F,P,comunitario
comunitario,M,S,comunitario
comunitarios,M,P,comunitario
comédica,F,S,comédico
comédicas,F,P,comédico
comédico,M,S,comédico
comédicos,M,P,comédico
común,M,S
conativa,F,S,conativo
conativas,F,P,conativo
conativo,M,S,conativo
conativos,M,P,conativo
concavada,F,S,concavado
concavadas,F,P,concavado
concavado,M,S,concavado
concavados,M,P,concavado
concebible,A,S,concebible
concebibles,A,P,concebible
concejera,F,S,concejero
concejeras,F,P,concejero
concejero,M,S,concejero
concejeros,M,P,concejero
concejil,A,S,concejil
concejiles,A,P,concejil
concentrable,A,S,concentrable
concentrables,A,P,concentrable
concentrada,F,S
concentradas,F,P,concentrado
concentrado,M,S
concentrador,M,S,concentrador
concentradora,F,S,concentrador
concentradoras,F,P,concentrador
concentradores,M,P,concentrador
concentrados,M,P,concentrado
concentuosa,F,S,concentuoso
concentuosas,F,P,concentuoso
concentuoso,M,S,concentuoso
concentuosos,M,P,concentuoso
concepcionista,A,S
concepcionistas,A,P,concepcionista
concepta,F,S
conceptas,F,P
conceptible,A,S,conceptible
conceptibles,A,P,conceptible
conceptista,A,S
conceptistas,A,P,conceptista
conceptiva,F,S,conceptivo
conceptivas,F,P,conceptivo
conceptivo,M,S,conceptivo
conceptivos,M,P,conceptivo
# concepto,M,S,concepto
# conceptos,M,P,concepto
conceptual,A,S,conceptual
conceptuales,A,P,conceptual
conceptualista,A,S
conceptualistas,A,P,conceptualista
conceptuosa,F,S,conceptuoso
conceptuosas,F,P,conceptuoso
conceptuoso,M,S,conceptuoso
conceptuosos,M,P,conceptuoso
concercana,F,S,concercano
concercanas,F,P,concercano
concercano,M,S,concercano
concercanos,M,P,concercano
concertada,F,S
concertadas,F,P
concertado,M,S
concertador,M,S,concertador
concertadora,F,S,concertador
concertadoras,F,P,concertador
concertadores,M,P,concertador
concertados,M,P
concertante,A,S
concertantes,A,P,concertante
concesible,A,S,concesible
concesibles,A,P,concesible
concesionaria,F,S,concesionario
concesionarias,F,P,concesionario
concesionario,M,S,concesionario
concesionarios,M,P,concesionario
concesiva,F,S,concesivo
concesivas,F,P,concesivo
concesivo,M,S,concesivo
concesivos,M,P,concesivo
concha,F,S
conchada,F,S,conchado
conchadas,F,P,conchado
conchado,M,S,conchado
conchados,M,P,conchado
conchal,A,S,conchal
conchales,A,P,conchal
conchas,F,P,concha
conchil,A,S,conchil
conchiles,A,P,conchil
concho,M,S,concho
conchos,M,P,concho
conchosa,F,S,conchoso
conchosas,F,P,conchoso
conchoso,M,S,conchoso
conchosos,M,P,conchoso
conchuda,F,S,conchudo
conchudas,F,P,conchudo
conchudo,M,S,conchudo
conchudos,M,P,conchudo
conchífera,F,S,conchífero
conchíferas,F,P,conchífero
conchífero,M,S,conchífero
conchíferos,M,P,conchífero
concienzuda,F,S,concienzudo
concienzudas,F,P,concienzudo
concienzudo,M,S,concienzudo
concienzudos,M,P,concienzudo
conciliable,A,S,conciliable
conciliables,A,P,conciliable
conciliador,M,S,conciliador
conciliadora,F,S,conciliador
conciliadoras,F,P,conciliador
conciliadores,M,P,conciliador
conciliar,A,S,conciliar
conciliares,A,P,conciliar
conciliativa,F,S,conciliativo
conciliativas,F,P,conciliativo
conciliativo,M,S,conciliativo
conciliativos,M,P,conciliativo
conciliatoria,F,S,conciliatorio
conciliatorias,F,P,conciliatorio
conciliatorio,M,S,conciliatorio
conciliatorios,M,P,conciliatorio
concina,F,S,concino
concinas,F,P,concino
concino,M,S,concino
concinos,M,P,concino
concisa,F,S,conciso
concisas,F,P,conciso
conciso,M,S,conciso
concisos,M,P,conciso
concitador,M,S,concitador
concitadora,F,S,concitador
concitadoras,F,P,concitador
concitadores,M,P,concitador
concitativa,F,S,concitativo
concitativas,F,P,concitativo
concitativo,M,S,concitativo
concitativos,M,P,concitativo
conclusa,F,S
conclusas,F,P,concluso
conclusiva,F,S,conclusivo
conclusivas,F,P,conclusivo
conclusivo,M,S,conclusivo
conclusivos,M,P,conclusivo
concluso,M,S,concluso
conclusos,M,P,concluso
concluyente,A,S
concluyentes,A,P,concluyente
concoide,M,S
concoidea,F,S,concoideo
concoideas,F,P,concoideo
concoideo,M,S,concoideo
concoideos,M,P,concoideo
concoides,M,P,concoide
concordable,A,S,concordable
concordables,A,P,concordable
concordador,M,S,concordador
concordadora,F,S,concordador
concordadoras,F,P,concordador
concordadores,M,P,concordador
concordataria,F,S,concordatario
concordatarias,F,P,concordatario
concordatario,M,S,concordatario
concordatarios,M,P,concordatario
concordativa,F,S,concordativo
concordativas,F,P,concordativo
concordativo,M,S,concordativo
concordativos,M,P,concordativo
concorde,M,S
concordes,M,P,concorde
concorpórea,F,S,concorpóreo
concorpóreas,F,P,concorpóreo
concorpóreo,M,S,concorpóreo
concorpóreos,M,P,concorpóreo
concorvada,F,S,concorvado
concorvadas,F,P,concorvado
concorvado,M,S,concorvado
concorvados,M,P,concorvado
concovada,F,S,concovado
concovadas,F,P,concovado
concovado,M,S,concovado
concovados,M,P,concovado
concreada,F,S,concreado
concreadas,F,P,concreado
concreado,M,S,concreado
concreados,M,P,concreado
concreta,F,S,concreto
concretas,F,P,concreto
concreto,M,S,concreto
concretos,M,P,concreto
concuerde,M,S
concuerdes,M,P
conculcador,M,S,conculcador
conculcadora,F,S,conculcador
conculcadoras,F,P,conculcador
conculcadores,M,P,conculcador
concupiscente,A,S
concupiscentes,A,P,concupiscente
concupiscible,A,S,concupiscible
concupiscibles,A,P,concupiscible
concurrente,A,S
concurrentes,A,P,concurrente
concurrida,F,S,concurrido
concurridas,F,P,concurrido
concurrido,M,S,concurrido
concurridos,M,P,concurrido
concusionaria,F,S,concusionario
concusionarias,F,P,concusionario
concusionario,M,S,concusionario
concusionarios,M,P,concusionario
concéntrica,F,S,concéntrico
concéntricas,F,P,concéntrico
concéntrico,M,S,concéntrico
concéntricos,M,P,concéntrico
condal,A,S,condal
condales,A,P,condal
condecente,A,S
condecentes,A,P,condecente
condenable,A,S,condenable
condenables,A,P,condenable
condenada,F,S
condenadas,F,P,condenado
condenado,M,S
condenador,M,S,condenador
condenadora,F,S,condenador
condenadoras,F,P,condenador
condenadores,M,P,condenador
condenados,M,P,condenado
condenatoria,F,S,condenatorio
condenatorias,F,P,condenatorio
condenatorio,M,S,condenatorio
condenatorios,M,P,condenatorio
condensable,A,S,condensable
condensables,A,P,condensable
condensador,M,S,condensador
condensadora,F,S,condensador
condensadoras,F,P,condensador
condensadores,M,P,condensador
condensativa,F,S,condensativo
condensativas,F,P,condensativo
condensativo,M,S,condensativo
condensativos,M,P,condensativo
condescendiente,A,S
condescendientes,A,P,condescendiente
condesil,A,S,condesil
condesiles,A,P,condesil
condicionada,F,S,condicionado
condicionadas,F,P,condicionado
condicionado,M,S,condicionado
condicionados,M,P,condicionado
condicional,A,S,condicional
condicionales,A,P,condicional
condicionante,A,S
condicionantes,A,P,condicionante
condigna,F,S,condigno
condignas,F,P,condigno
condigno,M,S,condigno
condignos,M,P,condigno
condrográfica,F,S,condrográfico
condrográficas,F,P,condrográfico
condrográfico,M,S,condrográfico
condrográficos,M,P,condrográfico
conducible,A,S,conducible
conducibles,A,P,conducible
conducidor,M,S,conducidor
conducidora,F,S,conducidor
conducidoras,F,P,conducidor
conducidores,M,P,conducidor
conductible,A,S,conductible
conductibles,A,P,conductible
conducticio,M,S,conducticio
conducticios,M,P,conducticio
conductista,A,S
conductistas,A,P,conductista
conductiva,F,S,conductivo
conductivas,F,P,conductivo
conductivo,M,S,conductivo
conductivos,M,P,conductivo
conductor,M,S,conductor
conductora,F,S,conductor
conductoras,F,P,conductor
conductores,M,P,conductor
conectiva,F,S,conectivo
conectivas,F,P,conectivo
conectivo,M,S,conectivo
conectivos,M,P,conectivo
conejera,F,S,conejero
conejeras,F,P,conejero
conejero,M,S,conejero
conejeros,M,P,conejero
conejuna,F,S,conejuno
conejunas,F,P,conejuno
conejuno,M,S,conejuno
conejunos,M,P,conejuno
conexa,F,S
conexas,F,P,conexo
conexiva,F,S,conexivo
conexivas,F,P,conexivo
conexivo,M,S,conexivo
conexivos,M,P,conexivo
conexo,M,S,conexo
conexos,M,P,conexo
confeccionador,M,S,confeccionador
confeccionadora,F,S,confeccionador
confeccionadoras,F,P,confeccionador
confeccionadores,M,P,confeccionador
confeccionista,A,S
confeccionistas,A,P,confeccionista
confederada,F,S,confederado
confederadas,F,P,confederado
confederado,M,S,confederado
confederados,M,P,confederado
confederativa,F,S,confederativo
confederativas,F,P,confederativo
confederativo,M,S,confederativo
confederativos,M,P,confederativo
confesa,F,S
confesable,A,S,confesable
confesables,A,P,confesable
confesante,A,S
confesantes,A,P,confesante
confesas,F,P,confesa
confesional,A,S,confesional
confesionales,A,P,confesional
confesionista,A,S,confeso
confesionistas,A,P,confeso
confeso,M,S,confeso
confesos,M,P,confeso
confiable,A,S,confiable
confiables,A,P,confiable
confiada,F,S
confiadas,F,P,confiado
confiado,M,S
confiador,M,S,confiador
confiadora,F,S,confiador
confiadoras,F,P,confiador
confiadores,M,P,confiador
confiados,M,P,confiado
confianzuda,F,S,confianzudo
confianzudas,F,P,confianzudo
confianzudo,M,S,confianzudo
confianzudos,M,P,confianzudo
conficiente,A,S
conficientes,A,P
confidencial,A,S,confidencial
confidenciales,A,P,confidencial
confidenta,F,S
confidentas,F,P,confidente
confidente,A,S
confidentes,A,P,confidente
confiesa,F,S,confieso
confiesas,F,P,confieso
confieso,M,S,confieso
confiesos,M,P,confieso
confinada,F,S,confinado
confinadas,F,P,confinado
confinado,M,S,confinado
confinados,M,P,confinado
confines,M,P,confín
confirmador,M,S,confirmador
confirmadora,F,S,confirmador
confirmadoras,F,P,confirmador
confirmadores,M,P,confirmador
confirmativa,F,S,confirmativo
confirmativas,F,P,confirmativo
confirmativo,M,S,confirmativo
confirmativos,M,P,confirmativo
confirmatoria,F,S,confirmatorio
confirmatorias,F,P,confirmatorio
confirmatorio,M,S,confirmatorio
confirmatorios,M,P,confirmatorio
confiscable,A,S,confiscable
confiscables,A,P,confiscable
confiscada,F,S,confiscado
confiscadas,F,P,confiscado
confiscado,M,S,confiscado
confiscados,M,P,confiscado
confiscatoria,F,S,confiscatorio
confiscatorias,F,P,confiscatorio
confiscatorio,M,S,confiscatorio
confiscatorios,M,P,confiscatorio
confitada,F,S,confitado
confitadas,F,P,confitado
confitado,M,S,confitado
confitados,M,P,confitado
confitente,A,S
confitentes,A,P,confitente
confitera,F,S,confitero
confiteras,F,P,confitero
confitero,M,S,confitero
confiteros,M,P,confitero
conflictiva,F,S,conflictivo
conflictivas,F,P,conflictivo
conflictivo,M,S,conflictivo
conflictivos,M,P,conflictivo
confluente,A,S
confluentes,A,P,confluente
conflátil,A,S,conflátil
conflátiles,A,P,conflátil
conforme,A,S
conformes,A,P,conforme
conformista,A,S
conformistas,A,P,conformista
confortable,A,S,confortable
confortables,A,P,confortable
confortador,M,S,confortador
confortadora,F,S,confortador
confortadoras,F,P,confortador
confortadores,M,P,confortador
confortativa,F,S,confortativo
confortativas,F,P,confortativo
confortativo,M,S,confortativo
confortativos,M,P,confortativo
confragosa,F,S,confragoso
confragosas,F,P,confragoso
confragoso,M,S,confragoso
confragosos,M,P,confragoso
confuciana,F,S,confuciano
confucianas,F,P,confuciano
confuciano,M,S,confuciano
confucianos,M,P,confuciano
confucionista,A,S
confucionistas,A,P,confucionista
confundible,A,S,confundible
confundibles,A,P,confundible
confundidor,M,S,confundidor
confundidora,F,S,confundidor
confundidoras,F,P,confundidor
confundidores,M,P,confundidor
confusa,F,S
confusas,F,P,confuso
confusionista,A,S,confuso
confusionistas,A,P,confuso
confuso,M,S,confuso
confusos,M,P,confuso
confutador,M,S,confutador
confutadora,F,S,confutador
confutadoras,F,P,confutador
confutadores,M,P,confutador
confutatoria,F,S,confutatorio
confutatorias,F,P,confutatorio
confutatorio,M,S,confutatorio
confutatorios,M,P,confutatorio
confín,M,S
conga,F,S
congas,F,P,conga
congelable,A,S,congelable
congelables,A,P,congelable
congelativa,F,S,congelativo
congelativas,F,P,congelativo
congelativo,M,S,congelativo
congelativos,M,P,congelativo
congenial,A,S,congenial
congeniales,A,P,congenial
congestiva,F,S,congestivo
congestivas,F,P,congestivo
congestivo,M,S,congestivo
congestivos,M,P,congestivo
conglomerada,F,S,conglomerado
conglomeradas,F,P,conglomerado
conglomerado,M,S,conglomerado
conglomerados,M,P,conglomerado
conglomerante,A,S
conglomerantes,A,P,conglomerante
conglutinativa,F,S,conglutinativo
conglutinativas,F,P,conglutinativo
conglutinativo,M,S,conglutinativo
conglutinativos,M,P,conglutinativo
conglutinosa,F,S,conglutinoso
conglutinosas,F,P,conglutinoso
conglutinoso,M,S,conglutinoso
conglutinosos,M,P,conglutinoso
congo,M,S
congojosa,F,S,congojoso
congojosas,F,P,congojoso
congojoso,M,S,congojoso
congojosos,M,P,congojoso
congolesa,F,S
congolesas,F,P
congoleña,F,S,congoleño
congoleñas,F,P,congoleño
congoleño,M,S,congoleño
congoleños,M,P,congoleño
congolés,M,S
congos,M,P,congo
congraciador,M,S,congraciador
congraciadora,F,S,congraciador
congraciadoras,F,P,congraciador
congraciadores,M,P,congraciador
congratulatoria,F,S,congratulatorio
congratulatorias,F,P,congratulatorio
congratulatorio,M,S,congratulatorio
congratulatorios,M,P,congratulatorio
congresual,A,S,congresual
congresuales,A,P,congresual
congrua,F,S
congruas,F,P,congrua
congruente,A,S
congruentes,A,P,congruente
congruo,M,S,congruo
congruos,M,P,congruo
congénere,M,S
congéneres,M,P,congénere
congénita,F,S,congénito
congénitas,F,P,congénito
congénito,M,S,congénito
congénitos,M,P,congénito
coniforme,A,S
coniformes,A,P,coniforme
conimbricense,A,S
conimbricenses,A,P,conimbricense
conirrostro,M,S,conirrostro
conirrostros,M,P,conirrostro
conivalva,F,S,conivalvo
conivalvas,F,P,conivalvo
conivalvo,M,S,conivalvo
conivalvos,M,P,conivalvo
conjeturable,A,S,conjeturable
conjeturables,A,P,conjeturable
conjeturador,M,S,conjeturador
conjeturadora,F,S,conjeturador
conjeturadoras,F,P,conjeturador
conjeturadores,M,P,conjeturador
conjetural,A,S,conjetural
conjeturales,A,P,conjetural
conjugable,A,S,conjugable
conjugables,A,P,conjugable
conjugada,F,S,conjugado
conjugadas,F,P,conjugado
conjugado,M,S,conjugado
conjugados,M,P,conjugado
conjugal,A,S,conjugal
conjugales,A,P,conjugal
conjunta,F,S
conjuntas,F,P,conjunto
conjuntiva,F,S
conjuntival,A,S,conjuntival
conjuntivales,A,P,conjuntivo
conjuntivas,F,P,conjuntiva
conjuntivo,M,S,conjuntivo
conjuntivos,M,P,conjuntivo
conjunto,M,S,conjunto
conjuntos,M,P,conjunto
conjurada,F,S,conjurado
conjuradas,F,P,conjurado
conjurado,M,S,conjurado
conjurados,M,P,conjurado
conllevador,M,S,conllevador
conllevadora,F,S,conllevador
conllevadoras,F,P,conllevador
conllevadores,M,P,conllevador
conmemorable,A,S,conmemorable
conmemorables,A,P,conmemorable
conmemorativa,F,S,conmemorativo
conmemorativas,F,P,conmemorativo
conmemorativo,M,S,conmemorativo
conmemorativos,M,P,conmemorativo
conmemoratoria,F,S,conmemoratorio
conmemoratorias,F,P,conmemoratorio
conmemoratorio,M,S,conmemoratorio
conmemoratorios,M,P,conmemoratorio
conmensurable,A,S,conmensurable
conmensurables,A,P,conmensurable
conmensurativa,F,S,conmensurativo
conmensurativas,F,P,conmensurativo
conmensurativo,M,S,conmensurativo
conmensurativos,M,P,conmensurativo
conminador,M,S,conminador
conminadora,F,S,conminador
conminadoras,F,P,conminador
conminadores,M,P,conminador
conminativa,F,S,conminativo
conminativas,F,P,conminativo
conminativo,M,S,conminativo
conminativos,M,P,conminativo
conminatoria,F,S,conminatorio
conminatorias,F,P,conminatorio
conminatorio,M,S,conminatorio
conminatorios,M,P,conminatorio
conminuta,M,S
conminutas,M,P,conminuta
conmista,F,S,conmisto
conmistas,F,P,conmisto
conmisto,M,S,conmisto
conmistos,M,P,conmisto
conmixta,F,S,conmixto
conmixtas,F,P,conmixto
conmixto,M,S,conmixto
conmixtos,M,P,conmixto
conmovedor,M,S,conmovedor
conmovedora,F,S,conmovedor
conmovedoras,F,P,conmovedor
conmovedores,M,P,conmovedor
conmutable,A,S,conmutable
conmutables,A,P,conmutable
conmutador,M,S,conmutador
conmutadora,F,S,conmutador
conmutadoras,F,P,conmutador
conmutadores,M,P,conmutador
conmutativa,F,S,conmutativo
conmutativas,F,P,conmutativo
conmutativo,M,S,conmutativo
conmutativos,M,P,conmutativo
connatural,A,S,connatural
connaturales,A,P,connatural
connivente,A,S
conniventes,A,P,connivente
connotada,F,S,connotado
connotadas,F,P,connotado
connotado,M,S,connotado
connotados,M,P,connotado
connotativa,F,S,connotativo
connotativas,F,P,connotativo
connotativo,M,S,connotativo
connotativos,M,P,connotativo
connubial,A,S,connubial
connubiales,A,P,connubial
conocedor,M,S,conocedor
conocedora,F,S,conocedor
conocedoras,F,P,conocedor
conocedores,M,P,conocedor
conocible,A,S,conocible
conocibles,A,P,conocible
conocida,F,S,conocido
conocidas,F,P,conocido
conocido,M,S,conocido
conocidos,M,P,conocido
conoidal,A,S,conoidal
conoidales,A,P,conoidal
conoidea,F,S,conoideo
conoideas,F,P,conoideo
conoideo,M,S,conoideo
conoideos,M,P,conoideo
conopial,A,S,conopial
conopiales,A,P,conopial
conquense,A,S
conquenses,A,P,conquense
conqueridor,M,S,conqueridor
conqueridora,F,S,conqueridor
conqueridoras,F,P,conqueridor
conqueridores,M,P,conqueridor
conquiforme,A,S
conquiformes,A,P,conquiforme
conquistable,A,S,conquistable
conquistables,A,P,conquistable
conquistador,M,S,conquistador
conquistadora,F,S,conquistador
conquistadoras,F,P,conquistador
conquistadores,M,P,conquistador
conregnante,A,S
conregnantes,A,P
consabida,F,S
consabidas,F,P,consabido
consabido,M,S
consabidor,M,S,consabidor
consabidora,F,S,consabidor
consabidoras,F,P,consabidor
consabidores,M,P,consabidor
consabidos,M,P,consabido
consaburense,A,S
consaburenses,A,P,consaburense
consagrable,A,S,consagrable
consagrables,A,P,consagrable
consagratoria,F,S,consagratorio
consagratorias,F,P,consagratorio
consagratorio,M,S,consagratorio
consagratorios,M,P,consagratorio
consanguínea,F,S,consanguíneo
consanguíneas,F,P,consanguíneo
consanguíneo,M,S,consanguíneo
consanguíneos,M,P,consanguíneo
consciente,A,S
conscientes,A,P,consciente
conscripto,M,S,conscripto
conscriptos,M,P,conscripto
consectaria,F,S,consectario
consectarias,F,P,consectario
consectario,M,S,consectario
consectarios,M,P,consectario
consecuente,A,S
consecuentes,A,P,consecuente
consecutiva,F,S,consecutivo
consecutivas,F,P,consecutivo
consecutivo,M,S,consecutivo
consecutivos,M,P,consecutivo
consejable,A,S,consejable
consejables,A,P,consejable
consensual,A,S,consensual
consensuales,A,P,consensual
consentida,F,S
consentidas,F,P,consentido
consentido,M,S
consentidor,M,S,consentidor
consentidora,F,S,consentidor
consentidoras,F,P,consentidor
consentidores,M,P,consentidor
consentidos,M,P,consentido
conservador,M,S,conservador
conservadora,F,S,conservador
conservadoras,F,P,conservador
conservadores,M,P,conservador
conservativa,F,S,conservativo
conservativas,F,P,conservativo
conservativo,M,S,conservativo
conservativos,M,P,conservativo
conservatoria,F,S,conservatorio
conservatorias,F,P,conservatorio
conservatorio,M,S,conservatorio
conservatorios,M,P,conservatorio
conservera,F,S,conservero
conserveras,F,P,conservero
conservero,M,S,conservero
conserveros,M,P,conservero
considerable,A,S,considerable
considerables,A,P,considerable
considerada,F,S
consideradas,F,P,considerado
considerado,M,S
considerador,M,S,considerador
consideradora,F,S,considerador
consideradoras,F,P,considerador
consideradores,M,P,considerador
considerados,M,P,considerado
considerativa,F,S,considerativo
considerativas,F,P,considerativo
considerativo,M,S,considerativo
considerativos,M,P,considerativo
consignativo,M,S,consignativo
consignativos,M,P,consignativo
consiguiente,A,S
consiguientes,A,P,consiguiente
consiliativa,F,S,consiliativo
consiliativas,F,P,consiliativo
consiliativo,M,S,consiliativo
consiliativos,M,P,consiliativo
consistente,A,S
consistentes,A,P,consistente
consistorial,A,S,consistorial
consistoriales,A,P,consistorial
consolable,A,S,consolable
consolables,A,P,consolable
consolador,M,S,consolador
consoladora,F,S,consolador
consoladoras,F,P,consolador
consoladores,M,P,consolador
consolativa,F,S,consolativo
consolativas,F,P,consolativo
consolativo,M,S,consolativo
consolativos,M,P,consolativo
consolatoria,F,S,consolatorio
consolatorias,F,P,consolatorio
consolatorio,M,S,consolatorio
consolatorios,M,P,consolatorio
consolidada,F,S,consolidado
consolidadas,F,P,consolidado
consolidado,M,S,consolidado
consolidados,M,P,consolidado
consolidativa,F,S,consolidativo
consolidativas,F,P,consolidativo
consolidativo,M,S,consolidativo
consolidativos,M,P,consolidativo
consonante,A,S
consonantes,A,P,consonante
consonántica,F,S,consonántico
consonánticas,F,P,consonántico
consonántico,M,S,consonántico
consonánticos,M,P,consonántico
conspicua,F,S,conspicuo
conspicuas,F,P,conspicuo
conspicuo,M,S,conspicuo
conspicuos,M,P,conspicuo
constable,A,S,constable
constables,A,P,constable
constanciense,A,S
constancienses,A,P,constanciense
constante,A,S
constantes,A,P,constante
constantinopolitana,F,S,constantinopolitano
constantinopolitanas,F,P,constantinopolitano
constantinopolitano,M,S,constantinopolitano
constantinopolitanos,M,P,constantinopolitano
consternada,F,S,consternado
consternadas,F,P,consternado
consternado,M,S,consternado
consternados,M,P,consternado
constipativa,F,S,constipativo
constipativas,F,P,constipativo
constipativo,M,S,constipativo
constipativos,M,P,constipativo
constitucional,A,S,constitucional
constitucionales,A,P,constitucional
constituidor,M,S,constituidor
constituidora,F,S,constituidor
constituidoras,F,P,constituidor
constituidores,M,P,constituidor
constitutiva,F,S,constitutivo
constitutivas,F,P,constitutivo
constitutivo,M,S,constitutivo
constitutivos,M,P,constitutivo
constituyente,A,S
constituyentes,A,P,constituyente
constrictiva,F,S,constrictivo
constrictivas,F,P,constrictivo
constrictivo,M,S,constrictivo
constrictivos,M,P,constrictivo
constrictor,M,S,constrictor
constrictora,F,S,constrictor
constrictoras,F,P,constrictor
constrictores,M,P,constrictor
constringente,A,S
constringentes,A,P,constringente
constructiva,F,S,constructivo
constructivas,F,P,constructivo
constructivo,M,S,constructivo
constructivos,M,P,constructivo
constructor,M,S,constructor
constructora,F,S,constructor
constructoras,F,P,constructor
constructores,M,P,constructor
constuprador,M,S,constuprador
constupradores,M,P,constuprador
consubstancial,A,S,consubstancial
consubstanciales,A,P,consubstancial
consueta,F,S,consueto
consuetas,F,P,consueto
consueto,M,S,consueto
consuetos,M,P,consueto
consuetudinaria,F,S,consuetudinario
consuetudinarias,F,P,consuetudinario
consuetudinario,M,S,consuetudinario
consuetudinarios,M,P,consuetudinario
consular,A,S,consular
consulares,A,P,consular
#consulta,F,S
consultable,A,S,consultable
consultables,A,P,consultable
consultante,A,S
consultantes,A,P,consultante
consultas,F,P,consulta
consultiva,F,S,consultivo
consultivas,F,P,consultivo
consultivo,M,S,consultivo
consultivos,M,P,consultivo
consulto,M,S
consultor,M,S,consultor
consultora,F,S,consultor
consultoras,F,P,consultor
consultores,M,P,consultor
consultos,M,P
consumada,F,S
consumadas,F,P,consumado
consumado,M,S
consumador,M,S,consumador
consumadora,F,S,consumador
consumadoras,F,P,consumador
consumadores,M,P,consumador
consumados,M,P,consumado
consumativa,F,S,consumativo
consumativas,F,P,consumativo
consumativo,M,S,consumativo
consumativos,M,P,consumativo
consumible,A,S,consumible
consumibles,A,P,consumible
consumida,F,S
consumidas,F,P,consumido
consumido,M,S
consumidor,M,S,consumidor
consumidora,F,S,consumidor
consumidoras,F,P,consumidor
consumidores,M,P,consumidor
consumidos,M,P,consumido
consumitiva,F,S,consumitivo
consumitivas,F,P,consumitivo
consumitivo,M,S,consumitivo
consumitivos,M,P,consumitivo
consuntiva,F,S,consuntivo
consuntivas,F,P,consuntivo
consuntivo,M,S,consuntivo
consuntivos,M,P,consuntivo
consustancial,A,S,consustancial
consustanciales,A,P,consustancial
contable,A,S,contable
contables,A,P,contable
contada,F,S
contadas,F,P,contado
contadera,F,S,contadero
contaderas,F,P,contadero
contadero,M,S,contadero
contaderos,M,P,contadero
contado,M,S
contador,M,S,contador
contadora,F,S,contador
